# item_name	category_id	subcategory_id	item_link	texture
Woodworking Station (Shacklebreaker)	25	104	|H0:item:122606:124:1:0:0:0:0:0:0:0:0:0:0:0:1:0:0:1:0:0:0|h|h	/esoui/art/icons/housing_gen_crf_portabletablewoodworking001.dds
Blacksmithing Station (Assassin's Guile)	25	104	|H0:item:122607:124:1:0:0:0:0:0:0:0:0:0:0:0:1:0:0:1:0:0:0|h|h	/esoui/art/icons/housing_gen_crf_portableblacksmith001.dds
Clothing Station (Assassin's Guile)	25	104	|H0:item:122601:124:1:0:0:0:0:0:0:0:0:0:0:0:1:0:0:1:0:0:0|h|h	/esoui/art/icons/housing_gen_crf_portabletableleatherworking001.dds
Woodworking Station (Assassin's Guile)	25	104	|H0:item:122604:124:1:0:0:0:0:0:0:0:0:0:0:0:1:0:0:1:0:0:0|h|h	/esoui/art/icons/housing_gen_crf_portabletablewoodworking001.dds
Blacksmithing Station (Eyes of Mara)	25	104	|H0:item:119800:124:1:0:0:0:0:0:0:0:0:0:0:0:1:0:0:1:0:0:0|h|h	/esoui/art/icons/housing_gen_crf_portableblacksmith001.dds
Clothing Station (Eyes of Mara)	25	104	|H0:item:119726:124:1:0:0:0:0:0:0:0:0:0:0:0:1:0:0:1:0:0:0|h|h	/esoui/art/icons/housing_gen_crf_portabletableleatherworking001.dds
Woodworking Station (Eyes of Mara)	25	104	|H0:item:119763:124:1:0:0:0:0:0:0:0:0:0:0:0:1:0:0:1:0:0:0|h|h	/esoui/art/icons/housing_gen_crf_portabletablewoodworking001.dds
Clothing Station (Shalidor's Curse)	25	104	|H0:item:119728:124:1:0:0:0:0:0:0:0:0:0:0:0:1:0:0:1:0:0:0|h|h	/esoui/art/icons/housing_gen_crf_portabletableleatherworking001.dds
Blacksmithing Station (Shalidor's Curse)	25	104	|H0:item:119802:124:1:0:0:0:0:0:0:0:0:0:0:0:1:0:0:1:0:0:0|h|h	/esoui/art/icons/housing_gen_crf_portableblacksmith001.dds
Woodworking Station (Shalidor's Curse)	25	104	|H0:item:119765:124:1:0:0:0:0:0:0:0:0:0:0:0:1:0:0:1:0:0:0|h|h	/esoui/art/icons/housing_gen_crf_portabletablewoodworking001.dds
Blacksmithing Station (Mechanical Acuity)	25	104	|H0:item:130369:124:1:0:0:0:0:0:0:0:0:0:0:0:1:0:0:1:0:0:0|h|h	/esoui/art/icons/housing_gen_crf_portableblacksmith001.dds
Clothing Station (Mechanical Acuity)	25	104	|H0:item:130363:124:1:0:0:0:0:0:0:0:0:0:0:0:1:0:0:1:0:0:0|h|h	/esoui/art/icons/housing_gen_crf_portabletableleatherworking001.dds
Woodworking Station (Mechanical Acuity)	25	104	|H0:item:130366:124:1:0:0:0:0:0:0:0:0:0:0:0:1:0:0:1:0:0:0|h|h	/esoui/art/icons/housing_gen_crf_portabletablewoodworking001.dds
Blacksmithing Station (Innate Axiom)	25	104	|H0:item:130368:124:1:0:0:0:0:0:0:0:0:0:0:0:1:0:0:1:0:0:0|h|h	/esoui/art/icons/housing_gen_crf_portableblacksmith001.dds
Clothing Station (Innate Axiom)	25	104	|H0:item:130362:124:1:0:0:0:0:0:0:0:0:0:0:0:1:0:0:1:0:0:0|h|h	/esoui/art/icons/housing_gen_crf_portabletableleatherworking001.dds
Woodworking Station (Innate Axiom)	25	104	|H0:item:130365:124:1:0:0:0:0:0:0:0:0:0:0:0:1:0:0:1:0:0:0|h|h	/esoui/art/icons/housing_gen_crf_portabletablewoodworking001.dds
Blacksmithing Station (Fortified Brass)	25	104	|H0:item:130367:124:1:0:0:0:0:0:0:0:0:0:0:0:1:0:0:1:0:0:0|h|h	/esoui/art/icons/housing_gen_crf_portableblacksmith001.dds
Clothing Station (Fortified Brass)	25	104	|H0:item:130361:124:1:0:0:0:0:0:0:0:0:0:0:0:1:0:0:1:0:0:0|h|h	/esoui/art/icons/housing_gen_crf_portabletableleatherworking001.dds
Woodworking Station (Fortified Brass)	25	104	|H0:item:130364:124:1:0:0:0:0:0:0:0:0:0:0:0:1:0:0:1:0:0:0|h|h	/esoui/art/icons/housing_gen_crf_portabletablewoodworking001.dds
Blacksmithing Station (Twilight's Embrace)	25	104	|H0:item:119783:124:1:0:0:0:0:0:0:0:0:0:0:0:1:0:0:1:0:0:0|h|h	/esoui/art/icons/housing_gen_crf_portableblacksmith001.dds
Clothing Station (Twilight's Embrace)	25	104	|H0:item:119709:124:1:0:0:0:0:0:0:0:0:0:0:0:1:0:0:1:0:0:0|h|h	/esoui/art/icons/housing_gen_crf_portabletableleatherworking001.dds
Woodworking Station (Twilight's Embrace)	25	104	|H0:item:119746:124:1:0:0:0:0:0:0:0:0:0:0:0:1:0:0:1:0:0:0|h|h	/esoui/art/icons/housing_gen_crf_portabletablewoodworking001.dds
Blacksmithing Station (Way of the Arena)	25	104	|H0:item:119803:124:1:0:0:0:0:0:0:0:0:0:0:0:1:0:0:1:0:0:0|h|h	/esoui/art/icons/housing_gen_crf_portableblacksmith001.dds
Clothing Station (Way of the Arena)	25	104	|H0:item:119729:124:1:0:0:0:0:0:0:0:0:0:0:0:1:0:0:1:0:0:0|h|h	/esoui/art/icons/housing_gen_crf_portabletableleatherworking001.dds
Woodworking Station (Way of the Arena)	25	104	|H0:item:119766:124:1:0:0:0:0:0:0:0:0:0:0:0:1:0:0:1:0:0:0|h|h	/esoui/art/icons/housing_gen_crf_portabletablewoodworking001.dds
Blacksmithing Station (Spectre's Eye)	25	104	|H0:item:119792:124:1:0:0:0:0:0:0:0:0:0:0:0:1:0:0:1:0:0:0|h|h	/esoui/art/icons/housing_gen_crf_portableblacksmith001.dds
Clothing Station (Spectre's Eye)	25	104	|H0:item:119718:124:1:0:0:0:0:0:0:0:0:0:0:0:1:0:0:1:0:0:0|h|h	/esoui/art/icons/housing_gen_crf_portabletableleatherworking001.dds
Woodworking Station (Spectre's Eye)	25	104	|H0:item:119755:124:1:0:0:0:0:0:0:0:0:0:0:0:1:0:0:1:0:0:0|h|h	/esoui/art/icons/housing_gen_crf_portabletablewoodworking001.dds
Blacksmithing Station (Oblivion's Foe)	25	104	|H0:item:119791:124:1:0:0:0:0:0:0:0:0:0:0:0:1:0:0:1:0:0:0|h|h	/esoui/art/icons/housing_gen_crf_portableblacksmith001.dds
Clothing Station (Oblivion's Foe)	25	104	|H0:item:119717:124:1:0:0:0:0:0:0:0:0:0:0:0:1:0:0:1:0:0:0|h|h	/esoui/art/icons/housing_gen_crf_portabletableleatherworking001.dds
Woodworking Station (Oblivion's Foe)	25	104	|H0:item:119754:124:1:0:0:0:0:0:0:0:0:0:0:0:1:0:0:1:0:0:0|h|h	/esoui/art/icons/housing_gen_crf_portabletablewoodworking001.dds
Blacksmithing Station (Willow's Path)	25	104	|H0:item:119795:124:1:0:0:0:0:0:0:0:0:0:0:0:1:0:0:1:0:0:0|h|h	/esoui/art/icons/housing_gen_crf_portableblacksmith001.dds
Clothing Station (Willow's Path)	25	104	|H0:item:119721:124:1:0:0:0:0:0:0:0:0:0:0:0:1:0:0:1:0:0:0|h|h	/esoui/art/icons/housing_gen_crf_portabletableleatherworking001.dds
Woodworking Station (Willow's Path)	25	104	|H0:item:119758:124:1:0:0:0:0:0:0:0:0:0:0:0:1:0:0:1:0:0:0|h|h	/esoui/art/icons/housing_gen_crf_portabletablewoodworking001.dds
Blacksmithing Station (Vampire's Kiss)	25	104	|H0:item:119787:124:1:0:0:0:0:0:0:0:0:0:0:0:1:0:0:1:0:0:0|h|h	/esoui/art/icons/housing_gen_crf_portableblacksmith001.dds
Clothing Station (Vampire's Kiss)	25	104	|H0:item:119713:124:1:0:0:0:0:0:0:0:0:0:0:0:1:0:0:1:0:0:0|h|h	/esoui/art/icons/housing_gen_crf_portabletableleatherworking001.dds
Woodworking Station (Vampire's Kiss)	25	104	|H0:item:119750:124:1:0:0:0:0:0:0:0:0:0:0:0:1:0:0:1:0:0:0|h|h	/esoui/art/icons/housing_gen_crf_portabletablewoodworking001.dds
Blacksmithing Station (Song of Lamae)	25	104	|H0:item:119797:124:1:0:0:0:0:0:0:0:0:0:0:0:1:0:0:1:0:0:0|h|h	/esoui/art/icons/housing_gen_crf_portableblacksmith001.dds
Clothing Station (Song of Lamae)	25	104	|H0:item:119723:124:1:0:0:0:0:0:0:0:0:0:0:0:1:0:0:1:0:0:0|h|h	/esoui/art/icons/housing_gen_crf_portabletableleatherworking001.dds
Woodworking Station (Song of Lamae)	25	104	|H0:item:119760:124:1:0:0:0:0:0:0:0:0:0:0:0:1:0:0:1:0:0:0|h|h	/esoui/art/icons/housing_gen_crf_portabletablewoodworking001.dds
Blacksmithing Station (Alessia's Bulwark)	25	104	|H0:item:119798:124:1:0:0:0:0:0:0:0:0:0:0:0:1:0:0:1:0:0:0|h|h	/esoui/art/icons/housing_gen_crf_portableblacksmith001.dds
Clothing Station (Alessia's Bulwark)	25	104	|H0:item:119724:124:1:0:0:0:0:0:0:0:0:0:0:0:1:0:0:1:0:0:0|h|h	/esoui/art/icons/housing_gen_crf_portabletableleatherworking001.dds
Woodworking Station (Alessia's Bulwark)	25	104	|H0:item:119761:124:1:0:0:0:0:0:0:0:0:0:0:0:1:0:0:1:0:0:0|h|h	/esoui/art/icons/housing_gen_crf_portabletablewoodworking001.dds
Blacksmithing Station (Hist Bark)	25	104	|H0:item:119794:124:1:0:0:0:0:0:0:0:0:0:0:0:1:0:0:1:0:0:0|h|h	/esoui/art/icons/housing_gen_crf_portableblacksmith001.dds
Clothing Station (Hist Bark)	25	104	|H0:item:119720:124:1:0:0:0:0:0:0:0:0:0:0:0:1:0:0:1:0:0:0|h|h	/esoui/art/icons/housing_gen_crf_portabletableleatherworking001.dds
Woodworking Station (Hist Bark)	25	104	|H0:item:119757:124:1:0:0:0:0:0:0:0:0:0:0:0:1:0:0:1:0:0:0|h|h	/esoui/art/icons/housing_gen_crf_portabletablewoodworking001.dds
Blacksmithing Station (Whitestrake's Retribution)	25	104	|H0:item:119785:124:1:0:0:0:0:0:0:0:0:0:0:0:1:0:0:1:0:0:0|h|h	/esoui/art/icons/housing_gen_crf_portableblacksmith001.dds
Clothing Station (Whitestrake's Retribution)	25	104	|H0:item:119711:124:1:0:0:0:0:0:0:0:0:0:0:0:1:0:0:1:0:0:0|h|h	/esoui/art/icons/housing_gen_crf_portabletableleatherworking001.dds
Woodworking Station (Whitestrake's Retribution)	25	104	|H0:item:119748:124:1:0:0:0:0:0:0:0:0:0:0:0:1:0:0:1:0:0:0|h|h	/esoui/art/icons/housing_gen_crf_portabletablewoodworking001.dds
Blacksmithing Station (Night's Silence)	25	104	|H0:item:119784:124:1:0:0:0:0:0:0:0:0:0:0:0:1:0:0:1:0:0:0|h|h	/esoui/art/icons/housing_gen_crf_portableblacksmith001.dds
Clothing Station (Night's Silence)	25	104	|H0:item:119710:124:1:0:0:0:0:0:0:0:0:0:0:0:1:0:0:1:0:0:0|h|h	/esoui/art/icons/housing_gen_crf_portabletableleatherworking001.dds
Woodworking Station (Night's Silence)	25	104	|H0:item:119747:124:1:0:0:0:0:0:0:0:0:0:0:0:1:0:0:1:0:0:0|h|h	/esoui/art/icons/housing_gen_crf_portabletablewoodworking001.dds
Blacksmithing Station (Death's Wind)	25	104	|H0:item:119782:124:1:0:0:0:0:0:0:0:0:0:0:0:1:0:0:1:0:0:0|h|h	/esoui/art/icons/housing_gen_crf_portableblacksmith001.dds
Clothing Station (Death's Wind)	25	104	|H0:item:119708:124:1:0:0:0:0:0:0:0:0:0:0:0:1:0:0:1:0:0:0|h|h	/esoui/art/icons/housing_gen_crf_portabletableleatherworking001.dds
Woodworking Station (Death's Wind)	25	104	|H0:item:119745:124:1:0:0:0:0:0:0:0:0:0:0:0:1:0:0:1:0:0:0|h|h	/esoui/art/icons/housing_gen_crf_portabletablewoodworking001.dds
Blacksmithing Station (Ashen Grip)	25	104	|H0:item:119790:124:1:0:0:0:0:0:0:0:0:0:0:0:1:0:0:1:0:0:0|h|h	/esoui/art/icons/housing_gen_crf_portableblacksmith001.dds
Clothing Station (Ashen Grip)	25	104	|H0:item:119716:124:1:0:0:0:0:0:0:0:0:0:0:0:1:0:0:1:0:0:0|h|h	/esoui/art/icons/housing_gen_crf_portabletableleatherworking001.dds
Woodworking Station (Ashen Grip)	25	104	|H0:item:119753:124:1:0:0:0:0:0:0:0:0:0:0:0:1:0:0:1:0:0:0|h|h	/esoui/art/icons/housing_gen_crf_portabletablewoodworking001.dds
The Apprentice	25	160	|H0:item:125451:6:1:0:0:0:0:0:0:0:0:0:0:0:65:0:0:1:0:0:0|h|h	/esoui/art/icons/housing_gen_exc_mundusstoneapprentice001.dds
The Atronach	25	160	|H0:item:119556:6:1:0:0:0:0:0:0:0:0:0:0:0:65:0:0:1:0:0:0|h|h	/esoui/art/icons/housing_gen_exc_mundusstoneatronach001.dds
The Lady	25	160	|H0:item:125452:6:1:0:0:0:0:0:0:0:0:0:0:0:65:0:0:1:0:0:0|h|h	/esoui/art/icons/housing_gen_exc_mundusstonelady001.dds
The Lord	25	160	|H0:item:126034:6:1:0:0:0:0:0:0:0:0:0:0:0:65:0:0:1:0:0:0|h|h	/esoui/art/icons/housing_gen_exc_mundusstonelord001.dds
The Lover	25	160	|H0:item:125461:6:1:0:0:0:0:0:0:0:0:0:0:0:65:0:0:1:0:0:0|h|h	/esoui/art/icons/housing_gen_exc_mundusstonelover001.dds
